-127, -2.995000
-126, -3.110000
-125, -3.105000
-124, -3.065000
-123, -2.990000
-122, -3.015000
-121, -3.025000
-120, -2.980000
-119, -2.935000
-118, -2.925000
-117, -2.925000
-116, -2.890000
-115, -2.880000
-114, -2.760000
-113, -2.900000
-112, -2.800000
-111, -2.780000
-110, -2.635000
-109, -2.695000
-108, -2.675000
-107, -2.655000
-106, -2.615000
-105, -2.595000
-104, -2.575000
-103, -2.555000
-102, -2.540000
-101, -2.490000
-100, -2.470000
-99, -2.450000
-98, -2.380000
-97, -2.405000
-96, -2.365000
-95, -2.345000
-94, -2.355000
-93, -2.280000
-92, -2.290000
-91, -2.220000
-90, -2.210000
-89, -2.210000
-88, -2.170000
-87, -2.135000
-86, -2.105000
-85, -2.035000
-84, -2.075000
-83, -2.030000
-82, -1.940000
-81, -1.955000
-80, -1.950000
-79, -1.905000
-78, -1.890000
-77, -1.870000
-76, -1.795000
-75, -1.800000
-74, -1.790000
-73, -1.730000
-72, -1.705000
-71, -1.690000
-70, -1.690000
-69, -1.620000
-68, -1.610000
-67, -1.600000
-66, -1.550000
-65, -1.520000
-64, -1.525000
-63, -1.505000
-62, -1.430000
-61, -1.440000
-60, -1.410000
-59, -1.380000
-58, -1.320000
-57, -1.300000
-56, -1.260000
-55, -1.265000
-54, -1.255000
-53, -1.195000
-52, -1.135000
-51, -1.130000
-50, -1.155000
-49, -1.065000
-48, -1.045000
-47, -1.025000
-46, -1.025000
-45, -0.990000
-44, -0.965000
-43, -0.930000
-42, -0.910000
-41, -0.905000
-40, -0.835000
-39, -0.790000
-38, -0.760000
-37, -0.790000
-36, -0.760000
-35, -0.735000
-34, -0.660000
-33, -0.605000
-32, -0.590000
-31, -0.575000
-30, -0.535000
-29, -0.525000
-28, -0.535000
-27, -0.495000
-26, -0.460000
-25, -0.410000
-24, -0.405000
-23, -0.375000
-22, -0.355000
-21, -0.315000
-20, -0.275000
-19, -0.235000
-18, -0.210000
-17, -0.190000
-16, -0.165000
-15, -0.170000
-14, -0.150000
-13, -0.110000
-12, -0.025000
-11, 0.000000
-10, 0.000000
-9, 0.000000
-8, 0.000000
-7, 0.000000
-6, 0.000000
-5, 0.000000
-4, 0.000000
-3, 0.000000
-2, 0.000000
-1, 0.005000
0, 0.000000
1, 0.000000
2, 0.000000
3, 0.035000
4, 0.065000
5, 0.020000
6, 0.015000
7, 0.030000
8, 0.020000
9, 0.010000
10, 0.005000
11, 0.035000
12, 0.035000
13, 0.045000
14, 0.080000
15, 0.075000
16, 0.055000
17, 0.110000
18, 0.170000
19, 0.190000
20, 0.230000
21, 0.285000
22, 0.290000
23, 0.330000
24, 0.350000
25, 0.380000
26, 0.380000
27, 0.450000
28, 0.490000
29, 0.510000
30, 0.520000
31, 0.530000
32, 0.580000
33, 0.565000
34, 0.605000
35, 0.670000
36, 0.720000
37, 0.770000
38, 0.775000
39, 0.755000
40, 0.780000
41, 0.835000
42, 0.900000
43, 0.905000
44, 0.925000
45, 0.945000
46, 0.930000
47, 1.010000
48, 0.995000
49, 1.035000
50, 1.060000
51, 1.140000
52, 1.120000
53, 1.130000
54, 1.170000
55, 1.245000
56, 1.280000
57, 1.205000
58, 1.270000
59, 1.340000
60, 1.380000
61, 1.390000
62, 1.410000
63, 1.430000
64, 1.475000
65, 1.525000
66, 1.500000
67, 1.505000
68, 1.585000
69, 1.600000
70, 1.610000
71, 1.655000
72, 1.635000
73, 1.675000
74, 1.725000
75, 1.755000
76, 1.795000
77, 1.800000
78, 1.820000
79, 1.915000
80, 1.855000
81, 1.910000
82, 1.950000
83, 1.970000
84, 1.970000
85, 2.045000
86, 2.070000
87, 2.070000
88, 2.155000
89, 2.140000
90, 2.190000
91, 2.195000
92, 2.235000
93, 2.265000
94, 2.310000
95, 2.235000
96, 2.365000
97, 2.335000
98, 2.390000
99, 2.390000
100, 2.445000
101, 2.480000
102, 2.505000
103, 2.525000
104, 2.535000
105, 2.570000
106, 2.585000
107, 2.600000
108, 2.635000
109, 2.660000
110, 2.625000
111, 2.715000
112, 2.760000
113, 2.770000
114, 2.800000
115, 2.830000
116, 2.835000
117, 2.915000
118, 2.890000
119, 2.940000
120, 2.950000
121, 2.990000
122, 3.010000
123, 3.055000
124, 3.045000
125, 3.030000
126, 3.130000
127, 3.170000
