-127, -3.030000
-126, -3.080000
-125, -3.100000
-124, -3.040000
-123, -2.985000
-122, -2.995000
-121, -2.980000
-120, -2.915000
-119, -2.920000
-118, -2.970000
-117, -2.875000
-116, -2.895000
-115, -2.840000
-114, -2.805000
-113, -2.790000
-112, -2.745000
-111, -2.735000
-110, -2.695000
-109, -2.705000
-108, -2.680000
-107, -2.630000
-106, -2.620000
-105, -2.580000
-104, -2.570000
-103, -2.560000
-102, -2.490000
-101, -2.510000
-100, -2.430000
-99, -2.450000
-98, -2.390000
-97, -2.400000
-96, -2.350000
-95, -2.335000
-94, -2.310000
-93, -2.295000
-92, -2.290000
-91, -2.220000
-90, -2.170000
-89, -2.170000
-88, -2.120000
-87, -2.110000
-86, -2.045000
-85, -2.060000
-84, -2.005000
-83, -2.090000
-82, -1.945000
-81, -1.940000
-80, -1.915000
-79, -1.890000
-78, -1.870000
-77, -1.780000
-76, -1.810000
-75, -1.760000
-74, -1.750000
-73, -1.730000
-72, -1.700000
-71, -1.685000
-70, -1.665000
-69, -1.600000
-68, -1.650000
-67, -1.550000
-66, -1.530000
-65, -1.545000
-64, -1.490000
-63, -1.445000
-62, -1.445000
-61, -1.395000
-60, -1.360000
-59, -1.355000
-58, -1.350000
-57, -1.240000
-56, -1.275000
-55, -1.245000
-54, -1.170000
-53, -1.135000
-52, -1.140000
-51, -1.115000
-50, -1.065000
-49, -1.005000
-48, -1.035000
-47, -1.050000
-46, -0.985000
-45, -0.925000
-44, -0.900000
-43, -0.920000
-42, -0.885000
-41, -0.880000
-40, -0.785000
-39, -0.745000
-38, -0.775000
-37, -0.760000
-36, -0.740000
-35, -0.660000
-34, -0.595000
-33, -0.590000
-32, -0.575000
-31, -0.590000
-30, -0.525000
-29, -0.510000
-28, -0.495000
-27, -0.455000
-26, -0.415000
-25, -0.380000
-24, -0.360000
-23, -0.330000
-22, -0.310000
-21, -0.290000
-20, -0.285000
-19, -0.245000
-18, -0.225000
-17, -0.195000
-16, -0.170000
-15, -0.110000
-14, -0.110000
-13, -0.065000
-12, -0.030000
-11, 0.000000
-10, 0.000000
-9, 0.000000
-8, 0.000000
-7, 0.000000
-6, 0.000000
-5, 0.000000
-4, 0.000000
-3, 0.000000
-2, 0.000000
-1, 0.000000
0, 0.000000
1, 0.000000
2, 0.000000
3, 0.015000
4, 0.000000
5, 0.000000
6, 0.010000
7, 0.060000
8, 0.025000
9, 0.005000
10, 0.000000
11, 0.005000
12, 0.055000
13, 0.060000
14, 0.065000
15, 0.055000
16, 0.100000
17, 0.130000
18, 0.180000
19, 0.190000
20, 0.220000
21, 0.240000
22, 0.290000
23, 0.320000
24, 0.310000
25, 0.350000
26, 0.360000
27, 0.400000
28, 0.480000
29, 0.480000
30, 0.510000
31, 0.525000
32, 0.585000
33, 0.590000
34, 0.610000
35, 0.600000
36, 0.690000
37, 0.765000
38, 0.750000
39, 0.775000
40, 0.765000
41, 0.830000
42, 0.895000
43, 0.885000
44, 0.915000
45, 0.940000
46, 0.960000
47, 0.995000
48, 1.045000
49, 1.005000
50, 1.035000
51, 1.100000
52, 1.110000
53, 1.140000
54, 1.135000
55, 1.190000
56, 1.245000
57, 1.250000
58, 1.260000
59, 1.360000
60, 1.330000
61, 1.405000
62, 1.390000
63, 1.435000
64, 1.440000
65, 1.495000
66, 1.515000
67, 1.530000
68, 1.545000
69, 1.615000
70, 1.650000
71, 1.630000
72, 1.655000
73, 1.675000
74, 1.740000
75, 1.740000
76, 1.750000
77, 1.795000
78, 1.825000
79, 1.870000
80, 1.855000
81, 1.935000
82, 1.880000
83, 1.980000
84, 1.990000
85, 2.000000
86, 2.050000
87, 2.050000
88, 2.100000
89, 2.120000
90, 2.150000
91, 2.165000
92, 2.255000
93, 2.230000
94, 2.270000
95, 2.265000
96, 2.300000
97, 2.345000
98, 2.380000
99, 2.390000
100, 2.425000
101, 2.455000
102, 2.495000
103, 2.555000
104, 2.530000
105, 2.540000
106, 2.575000
107, 2.605000
108, 2.620000
109, 2.675000
110, 2.675000
111, 2.740000
112, 2.765000
113, 2.780000
114, 2.880000
115, 2.765000
116, 2.930000
117, 2.860000
118, 2.870000
119, 2.880000
120, 2.950000
121, 2.960000
122, 3.015000
123, 3.010000
124, 3.025000
125, 3.130000
126, 3.120000
127, 3.160000
